How long will it take to drive from Chicago to Mississippi	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 6 7 ] [SL:SOURCE 8 9 ] [SL:DESTINATION 10 11 ] ]
Anything fun happening during the holidays in Phoenix	[IN:GET_EVENT [SL:DATE_TIME 3 6 ] [SL:LOCATION 7 8 ] ]
christmas sweater contests in hilo this month	[IN:GET_EVENT [SL:DATE_TIME 0 1 ] [SL:CATEGORY_EVENT 1 3 ] [SL:LOCATION 4 5 ] [SL:DATE_TIME 5 7 ] ]
Any accidents on 9th street ?	[IN:GET_INFO_TRAFFIC [SL:LOCATION 3 5 ] ]
How much traffic is there going to the airport at 6 am	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 7 9 ] ] ] [SL:DATE_TIME 9 12 ] ]
Is the traffic slowly on my way to Tomorrowland Party right now ?	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_EVENT [SL:CATEGORY_EVENT 8 10 ] ] ] [SL:DATE_TIME 10 12 ] ]
jazz concerts in sacramento	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION 3 4 ] ]
how long is the drive home at 6 pm	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 4 5 ] [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] [SL:DATE_TIME_DEPARTURE 6 9 ] ]
tell me about the accident on I - 5	[IN:GET_INFO_TRAFFIC [SL:LOCATION 6 9 ] ]
Any live music nearby	[IN:GET_EVENT [SL:CATEGORY_EVENT 1 3 ] [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER 3 4 ] ] ] ]
who 's playing tomorrow	[IN:GET_EVENT [SL:CATEGORY_EVENT 2 3 ] [SL:DATE_TIME 3 4 ] ]
traffic between here and disney	[IN:GET_INFO_TRAFFIC [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER 2 3 ] ] ] [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 4 5 ] ] ] ]
Search for family events in Washington DC on the weekend	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT 2 3 ] [SL:LOCATION 5 7 ] [SL:DATE_TIME 7 10 ] ]
Which train should I take to get to Alexandria before midnight ?	[IN:GET_DIRECTIONS [SL:METHOD_TRAVEL 1 2 ] [SL:DESTINATION 8 9 ] [SL:DATE_TIME_ARRIVAL 9 11 ] ]
I know there is construction on route 1 so what time should I leave in the morning to make my first meeting with the therapist ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DATE_TIME_DEPARTURE 14 17 ] [SL:DESTINATION [IN:GET_EVENT [SL:ORGANIZER_EVENT 19 20 ] [SL:ORDINAL 20 21 ] [SL:CATEGORY_EVENT 21 22 ] [SL:ATTENDEE_EVENT 23 25 ] ] ] ]
What can I do in Amsterdam tomorrow morning	[IN:GET_EVENT [SL:LOCATION 5 6 ] [SL:DATE_TIME 6 8 ] ]
Show me how to avoid the Traffic on my Drive to the Minneapolis downtown	[IN:GET_DIRECTIONS [SL:OBSTRUCTION_AVOID 5 7 ] [SL:METHOD_TRAVEL 9 10 ] [SL:DESTINATION 11 14 ] ]
I need directions to Asbury Park from my son 's house in Colts Neck .	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 4 6 ] ] ] [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT_RELATED 7 8 ] [SL:TYPE_RELATION 8 9 ] [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER 12 14 ] ] ] ] ] ]
concert by R Kelly	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 1 ] [SL:NAME_EVENT 2 4 ] ]
Is there any accidents in my town	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION_HOMETOWN [SL:CONTACT 5 6 ] ] ] ]
How long will it take me to go to Manchester New Jersey from Brooklyn New York right now	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION 9 12 ] [SL:SOURCE 13 16 ] [SL:DATE_TIME_DEPARTURE 16 18 ] ]
How far is it from Chicago to St . Louis	[IN:GET_DISTANCE [SL:SOURCE 5 6 ] [SL:DESTINATION 7 10 ] ]
What concerts are in the area	[IN:GET_EVENT [SL:CATEGORY_EVENT 1 2 ] [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_USER 4 6 ] ] ] ]
how long will it take to drive to my mom 's house	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 6 7 ] [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT_RELATED 8 9 ] [SL:TYPE_RELATION 9 10 ] ] ] ]
seasonal concerts	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] ]
festivals in Pittsburgh this summer	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 1 ] [SL:LOCATION 2 3 ] [SL:DATE_TIME 3 5 ] ]
What 's happening near me tomorrow in downtown	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 3 4 ] [SL:LOCATION_USER 4 5 ] ] ] [SL:DATE_TIME 5 6 ] [SL:LOCATION 7 8 ] ]
Shows in New York	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 1 ] [SL:LOCATION 2 4 ] ]
Music shows this week	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:DATE_TIME 2 4 ] ]
Things to do in Illinois	[IN:GET_EVENT [SL:LOCATION 4 5 ] ]
concerts in Bristol this month	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 1 ] [SL:LOCATION 2 3 ] [SL:DATE_TIME 3 5 ] ]
traffic driving from home to work	[IN:GET_INFO_TRAFFIC [SL:METHOD_TRAVEL 1 2 ] [SL:SOURCE [IN:GET_LOCATION_HOME ] ] [SL:DESTINATION [IN:GET_LOCATION_WORK ] ] ]
i need to get to the columbia zoo for a meeting at 1 pm , what time do i need to leave my house	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION [IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP 5 8 ] ] ] [SL:CATEGORY_EVENT 10 11 ] [SL:DATE_TIME 11 14 ] ] ] [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT 22 23 ] ] ] ]
is there traffic at 7 AM and 435	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 3 6 ] [SL:DATE_TIME 7 8 ] ]
Are there any delays on my commute to downtown Chicago ?	[IN:GET_INFO_TRAFFIC [SL:PATH 5 7 ] [SL:DESTINATION 8 10 ] ]
What 's the distance between Harlem and Topeka	[IN:GET_DISTANCE [SL:SOURCE 5 6 ] [SL:DESTINATION 7 8 ] ]
How long will it take me to get to father 's house from here if I leave now	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:TYPE_RELATION 9 10 ] ] ] [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER 13 14 ] ] ] [SL:DATE_TIME_DEPARTURE 17 18 ] ]
How many miles til UCLA ?	[IN:GET_DISTANCE [SL:UNIT_DISTANCE 2 3 ] [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 4 5 ] ] ] ]
how long will it take for me to drive to Aarons 's house ?	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 8 9 ] [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT 10 11 ] ] ] ]
Baking parties in Vegas tonight	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION 3 4 ] [SL:DATE_TIME 4 5 ] ]
What 's the shortest route to BWI airport ?	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 6 8 ] ] ] ]
If I drive down 41 how long will it take to get to Highland Park hospital ?	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 2 3 ] [SL:PATH 4 5 ] [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 13 16 ] ] ] ]
How long is the drive from LA to Paradise Valley	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 4 5 ] [SL:SOURCE 6 7 ] [SL:DESTINATION 8 10 ] ]
how is the traffic near Los Angeles	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 4 5 ] [SL:LOCATION 5 7 ] ] ] ]
How 's traffic around the Music Festival in Los Angeles	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 3 4 ] [SL:LOCATION [IN:GET_EVENT [SL:CATEGORY_EVENT 4 7 ] [SL:LOCATION 8 10 ] ] ] ] ] ]
Music events in Los Angeles tonight	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION 3 5 ] [SL:DATE_TIME 5 6 ] ]
what is the traffic like on I - 10	[IN:GET_INFO_TRAFFIC [SL:LOCATION 6 9 ] ]
What should I do in Hawaii this weekend	[IN:GET_EVENT [SL:LOCATION 5 6 ] [SL:DATE_TIME 6 8 ] ]
What Christmas activities are going on this weekend near me	[IN:GET_EVENT [SL:DATE_TIME 1 2 ] [SL:DATE_TIME 6 8 ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 8 9 ] [SL:LOCATION_USER 9 10 ] ] ] ]
how long will it take me to get to grandmas	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:TYPE_RELATION 9 10 ] ] ] ]
Can you navigate around the traffic	[IN:UPDATE_DIRECTIONS [SL:OBSTRUCTION_AVOID 4 6 ] ]
What time do I need to leave in the morning to be at Sue 's house in Birmingham by 8 : 00 PM ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DATE_TIME_DEPARTURE 7 10 ] [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT 13 14 ] [SL:LOCATION_CURRENT 17 18 ] ] ] [SL:DATE_TIME_ARRIVAL 18 23 ] ]
anything fun going on this weekend	[IN:GET_EVENT [SL:DATE_TIME 4 6 ] ]
Is there an accident on 280 north now	[IN:GET_INFO_TRAFFIC [SL:LOCATION 5 7 ] [SL:DATE_TIME 7 8 ] ]
Can I make it to Christy 's piano recital at 5 p.m . if I leave right now .	[IN:GET_ESTIMATED_ARRIVAL [SL:DESTINATION [IN:GET_EVENT [SL:ORGANIZER_EVENT 5 6 ] [SL:CATEGORY_EVENT 7 9 ] [SL:DATE_TIME 9 12 ] ] ] [SL:DATE_TIME_DEPARTURE 16 18 ] ]
music events in jacksonville	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION 3 4 ] ]
Will I make it home in 20 minutes	[IN:GET_ESTIMATED_ARRIVAL [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] [SL:DATE_TIME_ARRIVAL 5 8 ] ]
Update me on the boat traffic by the bridge	[IN:GET_INFO_TRAFFIC [SL:METHOD_TRAVEL 4 5 ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 6 7 ] [SL:CATEGORY_LOCATION 7 9 ] ] ] ]
How many miles is it from Napa to Sonoma	[IN:GET_DISTANCE [SL:UNIT_DISTANCE 2 3 ] [SL:SOURCE 6 7 ] [SL:DESTINATION 8 9 ] ]
How far is it from University Place Washington and Kenton Tennessee	[IN:GET_DISTANCE [SL:SOURCE 5 8 ] [SL:DESTINATION 9 11 ] ]
how is the traffic on montgomery st	[IN:GET_INFO_TRAFFIC [SL:LOCATION 5 7 ] ]
Are there accidents	[IN:GET_INFO_TRAFFIC ]
List some food truck events in my area	[IN:GET_EVENT [SL:CATEGORY_EVENT 2 5 ] [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_USER 6 8 ] ] ] ]
breakfast before 8 am in Dayton	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 1 ] [SL:DATE_TIME 1 4 ] [SL:LOCATION 5 6 ] ]
what events are at the Doctor Phillips center this weekend	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP 4 8 ] ] ] [SL:DATE_TIME 8 10 ] ]
Will I need to detour around the parade to get to Tara 's house on Tuesday by 2 pm ?	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT 11 12 ] ] ] [SL:DATE_TIME_DEPARTURE 14 19 ] ]
What 's the distance from New York to Atlanta	[IN:GET_DISTANCE [SL:SOURCE 5 7 ] [SL:DESTINATION 8 9 ] ]
when is the pensacola fair	[IN:GET_EVENT [SL:LOCATION 3 4 ] [SL:CATEGORY_EVENT 4 5 ] ]
Is the George Washington Bridge backed up	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP 1 5 ] ] ] ]
Is there an heavy traffic on my morning commute	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 7 8 ] [SL:PATH 8 9 ] ]
Are there any delays on the way to the Spirit Song concert ?	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_EVENT [SL:NAME_EVENT 9 11 ] [SL:CATEGORY_EVENT 11 12 ] ] ] ]
dog - friendly Christmas events	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT 0 3 ] [SL:DATE_TIME 3 4 ] ]
What 's the traffic like over the bridge	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 6 8 ] ] ] ]
What is the shortest way to get to Makalapa Clinic in 15 minutes from my house in AMR	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 8 10 ] ] ] [SL:DATE_TIME_ARRIVAL 10 13 ] [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT 14 15 ] [SL:LOCATION 17 18 ] ] ] ]
things I can do in Provo this evening	[IN:GET_EVENT [SL:LOCATION 5 6 ] [SL:DATE_TIME 6 8 ] ]
will you update me about the traffic	[IN:GET_INFO_TRAFFIC ]
what are some fun single events going on this weekend	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT 4 5 ] [SL:DATE_TIME 8 10 ] ]
Find me the best route to get to Harrisburg that avoids any tolls	[IN:GET_DIRECTIONS [SL:DESTINATION 8 9 ] [SL:PATH_AVOID 12 13 ] ]
when should I leave to get to town by noon	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 7 8 ] ] ] [SL:DATE_TIME_ARRIVAL 8 10 ] ]
Closest place I can take my son to see Santa	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER 0 1 ] ] ] [SL:ATTENDEE_EVENT [IN:GET_CONTACT [SL:CONTACT_RELATED 5 6 ] [SL:TYPE_RELATION 6 7 ] ] ] [SL:NAME_EVENT 9 10 ] ]
is there any accident	[IN:GET_INFO_TRAFFIC ]
Snow tubing in Ellicotville this Saturday	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION 3 4 ] [SL:DATE_TIME 4 6 ] ]
how long will it take me to drive to miami beach	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 7 8 ] [SL:DESTINATION 9 11 ] ]
When is the next time Usher is going to perform in California	[IN:GET_EVENT [SL:ORDINAL 3 4 ] [SL:NAME_EVENT 5 6 ] [SL:CATEGORY_EVENT 9 10 ] [SL:LOCATION 11 12 ] ]
If I leave at 10 am tomorrow , will I be able to make it to dad 's house with the traffic that is on the roads ?	[IN:GET_ESTIMATED_ARRIVAL [SL:DATE_TIME_DEPARTURE 3 7 ] [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:TYPE_RELATION 16 17 ] ] ] ]
Holiday plays	[IN:GET_EVENT [SL:DATE_TIME 0 1 ] [SL:CATEGORY_EVENT 1 2 ] ]
Any rock concerts near me this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT 1 3 ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 3 4 ] [SL:LOCATION_USER 4 5 ] ] ] [SL:DATE_TIME 5 7 ] ]
How far is it from Clinton to Jackson	[IN:GET_DISTANCE [SL:SOURCE 5 6 ] [SL:DESTINATION 7 8 ] ]
How long will it take me to get from my home to 123 Willow St . , Eugene	[IN:GET_ESTIMATED_DURATION [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT 9 10 ] ] ] [SL:DESTINATION 12 18 ] ]
Go get information on raves in Portland Friday	[IN:GET_EVENT [SL:CATEGORY_EVENT 4 5 ] [SL:LOCATION 6 7 ] [SL:DATE_TIME 7 8 ] ]
How long wil it take to get through Waterbury at 9 am	[IN:GET_ESTIMATED_DURATION [SL:WAYPOINT 8 9 ] [SL:DATE_TIME 9 12 ] ]
find me a wine tasting in the next month	[IN:GET_EVENT [SL:CATEGORY_EVENT 2 5 ] [SL:DATE_TIME 5 9 ] ]
Comic Con in Phoenix	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION 3 4 ] ]
how long will it take me to get to my office ?	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_WORK [SL:CONTACT 9 10 ] ] ] ]
How long is it gonna take to get through Miami during rush hour	[IN:GET_ESTIMATED_DURATION [SL:WAYPOINT 9 10 ] [SL:DATE_TIME 10 13 ] ]
Where does dr . Dre plan on having his concert for cancer for children this week	[IN:GET_EVENT [SL:NAME_EVENT 2 5 ] [SL:CATEGORY_EVENT 9 14 ] [SL:DATE_TIME 14 16 ] ]
When is the next country music concert in Seattle	[IN:GET_EVENT [SL:ORDINAL 3 4 ] [SL:CATEGORY_EVENT 4 7 ] [SL:LOCATION 8 9 ] ]
what the traffic like near me	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER [IN:GET_LOCATION [SL:SEARCH_RADIUS 4 5 ] [SL:LOCATION_USER 5 6 ] ] ] ] ] ]
what is the best route to get around the womens march	[IN:GET_DIRECTIONS [SL:OBSTRUCTION_AVOID 8 11 ] ]
Auto Show exhibit in Los Angeles next month	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 3 ] [SL:LOCATION 4 6 ] [SL:DATE_TIME 6 8 ] ]
events in newport	[IN:GET_EVENT [SL:LOCATION 2 3 ] ]
Is traffic heavy in Times Square	[IN:GET_INFO_TRAFFIC [SL:LOCATION 4 6 ] ]
Is there a horse show in Andover this week	[IN:GET_EVENT [SL:CATEGORY_EVENT 2 5 ] [SL:LOCATION 6 7 ] [SL:DATE_TIME 7 9 ] ]
What is my ETA	[IN:GET_ESTIMATED_ARRIVAL ]
can I make it downtown by 5	[IN:GET_ESTIMATED_ARRIVAL [SL:DESTINATION 4 5 ] [SL:DATE_TIME_ARRIVAL 5 7 ] ]
whats popping in seattle	[IN:GET_EVENT [SL:LOCATION 3 4 ] ]
How is traffic in Oklahoma City	[IN:GET_INFO_TRAFFIC [SL:LOCATION 4 6 ] ]
where 's the next Christmas parade near me	[IN:GET_EVENT [SL:ORDINAL 3 4 ] [SL:DATE_TIME 4 5 ] [SL:CATEGORY_EVENT 5 6 ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 6 7 ] [SL:LOCATION_USER 7 8 ] ] ] ]
What 's happening	[IN:GET_EVENT ]
how long will it take to get to the middle school	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_SCHOOL ] ] ]
anything exciting to do in sarasota tonight	[IN:GET_EVENT [SL:LOCATION 5 6 ] [SL:DATE_TIME 6 7 ] ]
I need to get to work early which route should I take avoiding the I 94	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION_WORK ] ] [SL:PATH_AVOID 13 16 ] ]
Get time to Hoffman using 90	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION 3 4 ] [SL:PATH 5 6 ] ]
big event this evening in Payson	[IN:GET_EVENT [SL:DATE_TIME 2 4 ] [SL:LOCATION 5 6 ] ]
Please give me the quickest way to get from my house to downtown Phoenix at 4 pm while avoiding construction .	[IN:GET_DIRECTIONS [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT 9 10 ] ] ] [SL:DESTINATION 12 14 ] [SL:DATE_TIME_ARRIVAL 14 17 ] [SL:OBSTRUCTION_AVOID 19 20 ] ]
Things to do in Burbank next week	[IN:GET_EVENT [SL:LOCATION 4 5 ] [SL:DATE_TIME 5 7 ] ]
What is the traffic from Buffalo to Rochester	[IN:GET_INFO_TRAFFIC [SL:SOURCE 5 6 ] [SL:DESTINATION 7 8 ] ]
Is there anything going on at Old Santee Canal Park today	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP 6 10 ] ] ] [SL:DATE_TIME 10 11 ] ]
how long will it take to go home	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
upcoming Disney on Ice events near me this month	[IN:GET_EVENT [SL:CATEGORY_EVENT 1 5 ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 5 6 ] [SL:LOCATION_USER 6 7 ] ] ] [SL:DATE_TIME 7 9 ] ]
What is the mileage between San Diego and Las Vegas	[IN:GET_DISTANCE [SL:UNIT_DISTANCE 2 4 ] [SL:SOURCE 5 7 ] [SL:DESTINATION 8 10 ] ]
Traffic info for 58 West	[IN:GET_INFO_TRAFFIC [SL:LOCATION 3 5 ] ]
Any accidents today ?	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 2 3 ] ]
How many miles from here to Iselin , New Jersey ?	[IN:GET_DISTANCE [SL:UNIT_DISTANCE 2 3 ] [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER 4 5 ] ] ] [SL:DESTINATION 6 10 ] ]
How long will it take to get to Crystal Lake	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 8 10 ] ] ] ]
what route can i take to Salisbury Maryland to avoid flooded roads	[IN:GET_DIRECTIONS [SL:DESTINATION 6 8 ] [SL:ROAD_CONDITION_AVOID 10 12 ] ]
Traffic updates now	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 2 3 ] ]
Anything going on	[IN:GET_EVENT ]
what kind of traffic is in my area right now	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_USER 6 8 ] ] ] [SL:DATE_TIME 8 10 ] ]
How long is the drive to the museum	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 4 5 ] [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 6 8 ] ] ] ]
what will my drive home be like today with traffic	[IN:GET_INFO_TRAFFIC [SL:METHOD_TRAVEL 3 4 ] [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] [SL:DATE_TIME 7 8 ] ]
Can I get to Toronto from Rochester by 9 am if I leave at 7 am ?	[IN:GET_ESTIMATED_ARRIVAL [SL:DESTINATION 4 5 ] [SL:SOURCE 6 7 ] [SL:DATE_TIME_ARRIVAL 7 10 ] [SL:DATE_TIME_DEPARTURE 13 16 ] ]
Fun things going on this weekend	[IN:GET_EVENT [SL:DATE_TIME 4 6 ] ]
How can I get to the Sprouts on San Mateo from home	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 5 7 ] [SL:LOCATION_MODIFIER 8 10 ] ] ] [SL:SOURCE [IN:GET_LOCATION_HOME ] ] ]
what 's happening in Orlando this weekend	[IN:GET_EVENT [SL:LOCATION 4 5 ] [SL:DATE_TIME 5 7 ] ]
how much traffic is there today	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 5 6 ] ]
Traffic now	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 1 2 ] ]
What is the traffic driving from Milford , NH to Boston	[IN:GET_INFO_TRAFFIC [SL:METHOD_TRAVEL 4 5 ] [SL:SOURCE 6 9 ] [SL:DESTINATION 10 11 ] ]
What family friendly events are happening this weekend at my library	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT 1 3 ] [SL:DATE_TIME 6 8 ] [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 9 11 ] ] ] ]
What is the traffic like in Raleigh right now	[IN:GET_INFO_TRAFFIC [SL:LOCATION 6 7 ] [SL:DATE_TIME 7 9 ] ]
Should I avoid Highway 10	[IN:GET_INFO_TRAFFIC [SL:LOCATION 3 5 ] ]
any traffic on the way to snedigar	[IN:GET_INFO_TRAFFIC [SL:DESTINATION 6 7 ] ]
Any detour to avoid the afternoon traffic on I - 95 to bensalem	[IN:GET_DIRECTIONS [SL:PATH [IN:GET_LOCATION [SL:CATEGORY_LOCATION 1 2 ] ] ] [SL:DATE_TIME_DEPARTURE 5 6 ] [SL:OBSTRUCTION_AVOID 6 7 ] [SL:DESTINATION 12 13 ] ]
Are there any large potholes on my usual route to my daughter 's school ?	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION_SCHOOL [SL:CONTACT_RELATED 10 11 ] [SL:TYPE_RELATION 11 12 ] ] ] ]
Where can I go see Christmas lights tonight	[IN:GET_EVENT [SL:DATE_TIME 5 6 ] [SL:CATEGORY_EVENT 6 7 ] [SL:DATE_TIME 7 8 ] ]
will there be a detour on I 80 between 261 and 43	[IN:GET_INFO_TRAFFIC [SL:LOCATION 6 8 ] [SL:SOURCE 9 10 ] [SL:DESTINATION 11 12 ] ]
How long from here to the Dali Museum	[IN:GET_ESTIMATED_DURATION [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER 3 4 ] ] ] [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 5 8 ] ] ] ]
tell me the traffic update	[IN:GET_INFO_TRAFFIC ]
how long will it take me to drive to detroit	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 7 8 ] [SL:DESTINATION 9 10 ] ]
Can you calculate how much time I will be make going through Mesa street to get to the movies ?	[IN:GET_ESTIMATED_DURATION [SL:PATH 12 14 ] [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 17 19 ] ] ] ]
music events in Hemet	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION 3 4 ] ]
Events today	[IN:GET_EVENT [SL:DATE_TIME 1 2 ] ]
Get me Directions to Wiregrass Commons Mall from Flowers Hospital on Highway 84 .	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 4 7 ] ] ] [SL:SOURCE [IN:GET_LOCATION [SL:POINT_ON_MAP 8 10 ] [SL:LOCATION_MODIFIER 11 13 ] ] ] ]
what is there to do in New York this weekend	[IN:GET_EVENT [SL:LOCATION 6 8 ] [SL:DATE_TIME 8 10 ] ]
concerts by taylor swift	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 1 ] [SL:NAME_EVENT 2 4 ] ]
May I know the distance of Florida to North Carolina	[IN:GET_DISTANCE [SL:SOURCE 6 7 ] [SL:DESTINATION 8 10 ] ]
How long will the flight be	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 4 5 ] ]
Things to do in Truckee tomorrow	[IN:GET_EVENT [SL:LOCATION 4 5 ] [SL:DATE_TIME 5 6 ] ]
Leaving 4244 Brown Rd , Jamesville , NC how far is it to Asheville , NC ?	[IN:GET_DISTANCE [SL:SOURCE [IN:GET_LOCATION [SL:POINT_ON_MAP 1 8 ] ] ] [SL:DESTINATION 13 16 ] ]
is there an accident on highway 30	[IN:GET_INFO_TRAFFIC [SL:LOCATION 5 7 ] ]
